id,name,description,url,notes,adoption_level_id,readiness_level_id,governance_id,created_at,updated_at,slug,tag_list
86,Texture,"Texture is an XML-based authoring and editing tool developed by the Substance Consortium, which includes PKP and eLife. Texture is a visual editor that natively produces a subset of JATS XML (inspired by JATS4R), which it encapsulates along with media and dependencies in its DAR file format. Texture offers a user-friendly editing XML interface, and can be integrated into other tools, such as OJS. eLife's Libero Producer is based on Texture, as is Stencila.",http://substance.io/texture/,,1,1,1,2020-04-16 14:18:29 UTC,2020-04-16 14:18:29 UTC,texture,
87,Typescript,,,,3,10,1,2020-04-16 14:18:29 UTC,2020-04-16 14:18:29 UTC,typescript,
88,Ubiquity Repositories,"Ubiquity repositories are cloud hosted and open source, with no lock-in. Suitable for both large and small institutions, they provide high-quality hosting of publications, special collections, theses, Open Educational Resources and research data all in one place.",https://www.u-repo.io,,1,1,1,2020-04-16 14:18:29 UTC,2020-04-16 14:18:29 UTC,ubiquity_repositories,
89,Vega,"Vega is a media-rich authoring and editorial development platform hosted at Wayne State University Libraries. It offers a range of features and workflows to create, review, and share data, media, and text. Its ability to include information in a variety of representations (text, image, sound) makes it easier to communicate scholarly information to different audiences. Vega also supports typical academic publishing processes and gives users control over editorial and peer review workflows.",http://vegapublish.com,,1,1,1,2020-04-16 14:18:29 UTC,2020-04-16 14:18:29 UTC,vega,
90,Vivliostyle,"Vivliostyle is a CSS- and browser-based typesetting tool for digital and print publishing that adds book typography and layout capability of web browsers, supporting paginated EPUB and web publications or export to PDF. Vivliostyle complies with W3C standardization of CSS typesetting specifications. Vivliostyle.js was designed based on Peter Sorotokin's EPUB Adaptive Layout implementation.",https://vivliostyle.org/,,1,1,1,2020-04-16 14:18:29 UTC,2020-04-16 14:18:29 UTC,vivliostyle,
91,Wax,"Wax is a web-based word processor developed by Coko. It is the styling/formatting interface in use within Editoria, and the manuscript annotation and presentation portal in use in PubSweet platforms such as eLife’s Libero Reviewer, and Hindawi’s Phenom. Editoria provides context-sensitive tagging and formatting and a track-changes workflow, as well as many features driven by the needs of university press workflows. The initial version of Wax was based on the Substance.io library (as with Texture); Wax 2 is based on the ProseMirror library.",https://coko.foundation/category/wax-editor/,,1,1,1,2020-04-16 14:18:29 UTC,2020-04-16 14:18:29 UTC,wax,
92,Xproc,,,,3,10,1,2020-04-16 14:18:29 UTC,2020-04-16 14:18:29 UTC,xproc,
93,XSLT,,,,4,10,1,2020-04-16 14:18:29 UTC,2020-04-16 14:18:29 UTC,xslt,
94,XSweet,"XSweet is Coko’s XSLT-based conversion/ingest tool for converting Microsoft Word documents (.docx) into HTML and beyond. XSweet extracts the contents of MS Word documents from their underlying XML into HTML, imported into an application, or used as a tool to convert it into another format altogether.",http://xsweet.coko.foundation/,,1,1,1,2020-04-16 14:18:29 UTC,2020-04-16 14:18:29 UTC,xsweet,
95,Zotero,"Zotero is a desktop and/or network-based reference-management software for scholars. It has the ability to organize, collect, and format references and bibliographies for MS Word, LibreOffice, Google Docs, and other text-editing software. It also supports an enormous number of citation styles, and also provides a well designed document (web and PDF) collection and note-taking facility. Zotero is a social network that facilitates group collaboration, sharing, and publishing of reference lists. Originally developed in 2006 at George Mason U, Zotero is now a robust desktop tool as well as a full-featured web application, used by over 5 million scholars.",https://www.zotero.org/,,4,10,1,2020-04-16 14:18:29 UTC,2020-04-16 14:18:29 UTC,zotero,
